"","Subject","Activity","Measure","mean_or_standarddeviation","MeanValue"
"7674",19,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.2196444734075
"7675",20,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.976392651323529
"7676",20,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.947597457121212
"7677",20,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.929985824794521
"7678",20,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.272213861705882
"7679",20,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.188098811986667
"7680",20,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.318431522156863
"7681",21,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.961772190555556
"7682",21,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.970859342941176
"7683",21,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.960274142134831
"7684",21,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.300309066730769
"7685",21,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.0769713066866667
"7686",21,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.321712974042553
"7687",22,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.954219235555556
"7688",22,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.946635312419355
"7689",22,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.957101794126984
"7690",22,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.25521651373913
"7691",22,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.322795653888889
"7692",22,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.228019952309524
"7693",23,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.977515213888889
"7694",23,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.942031166764706
"7695",23,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.945170568823529
"7696",23,"WALKING","FastFourierTransformBodyAccelerometer","mean",0.0814081078542373
"7697",23,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",0.280518877574074
"7698",23,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.070577489272549
"7699",24,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.976634815694444
"7700",24,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.966991781176471
"7701",24,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.953817599275362
"7702",24,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.344493013448276
"7703",24,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.173825083587273
"7704",24,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.312792211016949
"7705",25,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.816197953561644
"7706",25,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.974776131230769
"7707",25,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.974051231216216
"7708",25,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.533563220540541
"7709",25,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.556097089137931
"7710",25,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.542931828
"7711",26,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.984923123552632
"7712",26,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.967519149358974
"7713",26,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.97321515527027
"7714",26,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.33953964559322
"7715",26,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.2796400557
"7716",26,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.499502759272727
"7717",27,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.987356589864865
"7718",27,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.974665817
"7719",27,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.97414624525
"7720",27,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.312372595438596
"7721",27,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.241600361090909
"7722",27,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.418886395098039
"7723",28,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.961115672375
"7724",28,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.952226786666667
"7725",28,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.934503028481013
"7726",28,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.356337638518519
"7727",28,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.308161634195652
"7728",28,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.401732939215686
"7729",29,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.989473926666667
"7730",29,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.975623030833333
"7731",29,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.984096024769231
"7732",29,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.279734839433962
"7733",29,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.266692150208333
"7734",29,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.320487882857143
"7735",30,"LAYING","FastFourierTransformBodyAccelerometer","mean",-0.970321991714286
"7736",30,"SITTING","FastFourierTransformBodyAccelerometer","mean",-0.966274090645161
"7737",30,"STANDING","FastFourierTransformBodyAccelerometer","mean",-0.938089774915254
"7738",30,"WALKING","FastFourierTransformBodyAccelerometer","mean",-0.309558882615385
"7739",30,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.25806736666129
"7740",30,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","mean",-0.36751984
"7741",1,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9244374346
"7742",1,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.976412313191489
"7743",1,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.99602834509434
"7744",1,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.319134719578947
"7745",1,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0243308391387755
"7746",1,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.337428188679245
"7747",2,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.973246482083333
"7748",2,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.98736209
"7749",2,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.989056469814815
"7750",2,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.457651383728814
"7751",2,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0161046198595745
"7752",2,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.320582414375
"7753",3,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.983691129032258
"7754",3,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.971605878461538
"7755",3,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.969931287377049
"7756",3,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.379276781206897
"7757",3,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0654417192653061
"7758",3,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.285333024050847
"7759",4,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.952464881481481
"7760",4,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9819081892
"7761",4,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.978737637678571
"7762",4,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.447234929666667
"7763",4,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0390098262533333
"7764",4,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.173217219014423
"7765",5,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.964953893653846
"7766",5,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9825908425
"7767",5,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.97066840875
"7768",5,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.297517355196429
"7769",5,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.336554724893617
"7770",5,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.00473819670425532
"7771",6,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.932462941461404
"7772",6,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.982451284727273
"7773",6,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.984067374035088
"7774",6,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.34522769
"7775",6,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.403369766666667
"7776",6,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0211335627276471
"7777",7,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.931120580576923
"7778",7,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.972879966041667
"7779",7,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.980541336037736
"7780",7,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.322034908070175
"7781",7,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0730110797851064
"7782",7,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.279870086215686
"7783",8,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.940125298333333
"7784",8,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.978256730652174
"7785",8,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.98918374962963
"7786",8,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.148386858858333
"7787",8,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0260463260078947
"7788",8,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.175284990170732
"7789",9,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9409810272
"7790",9,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.956903459
"7791",9,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.977579248444444
"7792",9,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.218019977423077
"7793",9,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.250488758869048
"7794",9,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.369815777346939
"7795",10,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.96796803862069
"7796",10,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.982242427777778
"7797",10,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.982949246136364
"7798",10,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.206366497226415
"7799",10,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.324957743157895
"7800",10,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.171957349438298
"7801",11,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.985322211929825
"7802",11,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.983389810188679
"7803",11,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.995573762978723
"7804",11,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.433703311525424
"7805",11,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.179906764395652
"7806",11,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.198733655611111
"7807",12,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.955207641833333
"7808",12,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.98399947745098
"7809",12,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.983647207377049
"7810",12,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.160707260634
"7811",12,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0483347068913043
"7812",12,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.278929748076923
"7813",13,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.966960088387097
"7814",13,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.989410582653061
"7815",13,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.991817705263158
"7816",13,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.353299848947368
"7817",13,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0680436217021277
"7818",13,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.266081292363636
"7819",14,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.911972655156863
"7820",14,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.976303056851852
"7821",14,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.973605553666667
"7822",14,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.395859985762712
"7823",14,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0140826092322222
"7824",14,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.304980247962963
"7825",15,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.971718824583333
"7826",15,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.987384778983051
"7827",15,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.990060962641509
"7828",15,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.332520626851852
"7829",15,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.466325681428571
"7830",15,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.00838243761666667
"7831",16,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.971409075142857
"7832",16,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.986892418405797
"7833",16,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.989100620641026
"7834",16,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.409070488039216
"7835",16,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.266115492098298
"7836",16,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.369636140980392
"7837",17,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.972438525352113
"7838",17,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.99465731359375
"7839",17,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.991318528333333
"7840",17,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.304806274098361
"7841",17,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.258941676302174
"7842",17,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0355381172854167
"7843",18,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.984321858307692
"7844",18,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.994906565789474
"7845",18,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.992789068493151
"7846",18,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.378068199285714
"7847",18,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.285535871636364
"7848",18,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.350639840862069
"7849",19,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.962085001204819
"7850",19,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.975204245342466
"7851",19,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.991161671369863
"7852",19,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0578820787019231
"7853",19,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.658506543333333
"7854",19,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.11993477534
"7855",20,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.960997907205882
"7856",20,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.98397837530303
"7857",20,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.96980617890411
"7858",20,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.234985644352941
"7859",20,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.113033424261778
"7860",20,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.108444759592157
"7861",21,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.950929451222222
"7862",21,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.992375229411765
"7863",21,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.982892836629213
"7864",21,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.308547185288462
"7865",21,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.266987750733333
"7866",21,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.213184048
"7867",22,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.945656808055556
"7868",22,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.97862319016129
"7869",22,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.987400306031746
"7870",22,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.0243958191369565
"7871",22,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.402891960277778
"7872",22,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.132048813464286
"7873",23,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.952410957638889
"7874",23,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.988345258235294
"7875",23,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.986333385588235
"7876",23,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.329807279830508
"7877",23,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0282962478037037
"7878",23,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.234309548019608
"7879",24,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.965167081805556
"7880",24,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.991100005441176
"7881",24,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.988851853478261
"7882",24,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.462733639137931
"7883",24,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0349085946785455
"7884",24,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.326165553050847
"7885",25,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.902547712465753
"7886",25,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.992124279384615
"7887",25,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.992851743243243
"7888",25,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.591449956486486
"7889",25,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.213028874331034
"7890",25,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.437975786923077
"7891",26,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.967971891447368
"7892",26,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.978755176794872
"7893",26,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.993702408378378
"7894",26,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.34799792561017
"7895",26,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.22678384386
"7896",26,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.142843838381818
"7897",27,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.977615702567568
"7898",27,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.988659196428571
"7899",27,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.99287582525
"7900",27,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.365256349298246
"7901",27,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.194912716568182
"7902",27,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.253504065686275
"7903",28,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.967324863875
"7904",28,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.984956708611111
"7905",28,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.98026749
"7906",28,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.298832423148148
"7907",28,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.137797082826087
"7908",28,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.233726643921569
"7909",29,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.983432309130435
"7910",29,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.990617521
"7911",29,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.996604570307692
"7912",29,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.190355976849057
"7913",29,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.187438624270833
"7914",29,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0790625306306122
"7915",30,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.977045260571429
"7916",30,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.983231005483871
"7917",30,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.980426575762712
"7918",30,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.344928112461538
"7919",30,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.0405257091567742
"7920",30,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.326260358153846
"7921",1,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.8336255561
"7922",1,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.917275006382979
"7923",1,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.972293102075472
"7924",1,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.056040006846
"7925",1,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.112963739953061
"7926",1,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0217695106566038
"7927",2,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.981025105625
"7928",2,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.950073754130435
"7929",2,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.957908842222222
"7930",2,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.16921968620339
"7931",2,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.171973972957447
"7932",2,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0848802791083333
"7933",3,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.964094604193548
"7934",3,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.8496556575
"7935",3,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.89243434852459
"7936",3,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.124030832001724
"7937",3,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.109722354322449
"7938",3,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.00803987529661017
"7939",4,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.946380971111111
"7940",4,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.8894673494
"7941",4,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.857380281803571
"7942",4,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.101799450565167
"7943",4,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.32253131772
"7944",4,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.101434446040385
"7945",5,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.972909186730769
"7946",5,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.9022915301
"7947",5,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.867933178017857
"7948",5,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.0426026830839286
"7949",5,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.0268269875085106
"7950",5,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.165037631180851
"7951",6,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.929711219929825
"7952",6,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.925676956
"7953",6,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.921449111052632
"7954",6,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",0.101699642168947
"7955",6,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.283247837625
"7956",6,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",0.159123777172549
"7957",7,"LAYING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.922917902307692
"7958",7,"SITTING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.904629195833333
"7959",7,"STANDING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.919118753018868
"7960",7,"WALKING","FastFourierTransformBodyAccelerometer","standarddeviation",-0.143721823263158
"7961",7,"WALKING_DOWNSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.190187141297872
"7962",7,"WALKING_UPSTAIRS","FastFourierTransformBodyAccelerometer","standarddeviation",-0.341025552941176
